Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
3085,291,7,120,0,3805,201,239,177,2023,Rawah,7202,1
2941,45,10,60,-6,1774,223,217,128,1577,Rawah,7745,2
3164,92,7,376,83,1358,232,229,129,3395,Commanche,7756,1
2771,0,11,382,69,2906,203,219,153,1302,Commanche,7756,5
2956,173,10,162,11,4468,226,245,151,4699,Rawah,7745,2
3060,326,25,618,43,1622,149,203,189,769,Commanche,7755,2
2890,69,6,182,22,3088,226,228,136,2592,Rawah,4744,2
2900,106,18,30,7,5508,248,215,88,4156,Rawah,7746,2
3457,179,12,592,121,4090,225,247,153,3087,Commanche,8776,7
3028,29,8,469,132,2132,217,222,140,2789,Commanche,7756,2
2936,219,10,408,40,5881,209,250,177,5905,Rawah,7745,1
2239,1,20,323,104,1200,187,199,145,642,Cache,2717,3
3033,31,8,361,103,2230,218,222,140,2220,Commanche,7756,1
2889,168,10,60,7,3413,228,244,147,1994,Rawah,4744,2
3202,43,12,180,37,3301,222,213,124,2281,Commanche,7755,1
3180,22,14,365,37,570,210,208,132,1689,Rawah,7201,2
2969,145,8,60,0,1698,231,239,140,3625,Rawah,7202,1
2455,53,28,268,57,1209,223,169,63,778,Commanche,2705,3
2942,120,24,323,133,4348,252,211,72,607,Rawah,7745,2
3039,334,11,175,15,977,194,225,170,1265,Neota,7202,2
3064,97,21,150,51,4747,248,205,75,339,Rawah,7746,2
3141,223,16,242,1,1034,198,253,188,1460,Rawah,7745,2
2833,2,8,218,-8,2430,209,224,154,902,Commanche,7202,1
2973,153,2,120,0,2475,222,239,153,1864,Rawah,7745,2
2629,117,9,350,-9,1710,236,232,128,1819,Commanche,2703,3
3142,83,20,247,80,4002,243,201,78,759,Rawah,7745,2
2686,255,15,134,-8,1364,186,248,200,1146,Commanche,7202,5
2269,321,9,283,59,732,197,231,174,666,Cache,2717,3
2868,158,27,120,0,1641,237,232,107,2080,Commanche,2705,2
2783,29,12,30,7,2489,216,213,131,2754,Rawah,7202,2
2575,343,17,85,27,706,183,212,166,3171,Rawah,7745,2
2899,135,9,488,111,1410,235,236,133,1638,Commanche,4704,2
2919,110,17,67,10,3955,247,219,94,2519,Rawah,7745,2
2679,130,11,90,4,1463,238,234,125,1558,Commanche,4704,2
2818,149,13,297,50,3518,236,239,130,5792,Rawah,4744,2
2650,328,21,120,46,1359,165,211,184,1321,Commanche,7757,2
2417,44,14,150,13,1325,222,209,118,691,Commanche,4703,3
3089,69,7,210,12,2378,228,226,131,2118,Commanche,7756,1
2095,207,12,0,0,1414,212,251,173,815,Cache,2702,4
3493,63,23,767,278,2400,233,186,72,1692,Rawah,8776,1
3185,297,10,60,7,4244,192,237,184,3328,Rawah,7102,1
2795,65,13,60,21,1855,232,212,110,1783,Commanche,7757,5
3343,20,6,0,0,2898,216,227,148,2156,Rawah,8771,1
2101,322,13,218,97,324,187,227,179,600,Cache,4703,3
3038,242,5,300,16,2242,211,243,170,1182,Rawah,7745,2
2796,53,12,382,54,1655,227,215,120,2557,Rawah,7745,2
2840,76,18,255,69,3233,239,204,89,1584,Commanche,4703,2
2896,120,27,108,49,6118,254,205,59,4312,Rawah,7746,2
3208,90,8,391,36,4607,232,228,129,1648,Rawah,7745,1
3145,194,23,175,59,3220,209,251,165,1055,Commanche,7757,1
2975,25,10,60,16,3443,215,219,140,6254,Rawah,7102,2
3010,90,14,433,112,2491,240,218,105,1800,Commanche,7756,2
2943,319,19,255,33,450,169,220,189,1489,Commanche,7700,2
3317,101,14,127,24,2355,242,221,106,2696,Rawah,8772,7
3101,2,13,300,84,924,201,215,150,1353,Commanche,7756,2
3251,144,10,350,61,1604,235,238,133,1273,Neota,7757,1
3197,327,8,351,71,558,201,231,170,1752,Neota,7201,1
2769,11,24,301,171,2133,186,183,126,2112,Commanche,4758,2
2962,90,10,268,-5,4052,236,224,118,5682,Rawah,7745,2
2834,208,9,60,7,537,214,249,170,430,Commanche,7202,1
2945,291,11,90,16,4740,190,238,188,6064,Rawah,4744,2
3064,232,15,390,42,1380,194,252,193,726,Commanche,4758,2
3205,56,3,443,17,5823,222,232,146,2861,Rawah,7745,2
3269,110,29,90,31,4012,254,194,47,3415,Commanche,7757,7
2833,174,22,60,3,4061,227,245,138,1307,Rawah,7746,2
3015,65,18,319,25,524,234,200,91,1661,Rawah,7745,1
3225,100,10,108,18,2955,237,227,120,2506,Rawah,7745,1
2776,95,13,228,42,457,240,221,110,350,Rawah,7746,5
2551,63,17,362,12,1044,233,203,97,1057,Commanche,4703,2
2681,51,6,67,2,2082,223,227,139,1825,Commanche,6102,5
2661,6,21,108,25,175,188,193,137,745,Rawah,7745,2
2899,343,5,297,26,3144,210,232,161,3792,Rawah,7746,2
3092,0,8,150,23,582,209,226,155,1560,Rawah,7201,2
3294,42,18,283,56,3795,220,198,107,2793,Rawah,8772,1
2468,176,26,90,44,1036,223,243,136,708,Commanche,2705,3
3177,102,7,0,0,1627,232,231,132,2760,Rawah,7746,2
3109,73,24,488,131,4171,239,187,65,2486,Rawah,7746,2
3140,188,14,272,35,2080,220,250,160,537,Commanche,7756,2
2978,19,11,424,16,4752,212,217,141,5343,Rawah,4744,2
3125,44,25,390,42,4858,216,176,81,2596,Rawah,7745,1
3020,183,5,391,0,1451,221,243,157,1410,Commanche,7756,2
3622,57,29,1075,337,2486,226,167,55,1337,Rawah,8776,1
2834,28,11,446,79,3349,216,216,135,6195,Rawah,4744,1
3080,234,20,247,24,2927,182,253,204,484,Commanche,4758,2
3008,62,8,0,0,3776,227,223,130,5368,Rawah,7745,2
2988,54,6,513,-1,3350,224,227,138,5725,Rawah,7745,1
2697,146,19,67,26,2273,243,233,112,4733,Rawah,7746,2
3146,262,13,792,134,6217,188,246,197,1406,Rawah,7746,2
3227,266,14,658,82,3296,183,245,201,1034,Commanche,7756,1
2917,21,13,860,82,2356,211,212,135,1061,Commanche,4704,2
2546,24,18,234,102,424,207,197,121,1082,Commanche,4703,2
2725,94,11,30,5,706,237,224,117,2147,Commanche,6102,5
2778,117,7,362,35,2827,232,234,135,6683,Rawah,4744,2
2983,7,8,242,-5,1543,211,225,151,1756,Rawah,7201,1
3044,234,8,283,73,3139,206,248,179,1195,Commanche,7202,1
3066,257,8,552,37,854,202,245,181,972,Neota,7202,2
2464,150,38,268,68,270,237,209,65,882,Commanche,2703,3
3028,228,14,30,2,794,198,252,189,890,Commanche,7202,2
2657,79,13,127,26,2420,237,216,107,1082,Commanche,4703,2
3311,23,8,648,123,1140,216,223,144,2415,Rawah,7202,2
2951,82,19,60,16,1565,243,203,82,3425,Rawah,7745,1
2583,349,9,309,22,450,204,225,160,816,Commanche,4704,3
2933,254,10,150,29,3624,197,247,189,4786,Rawah,4744,2
2879,243,1,180,24,3032,216,239,160,3881,Rawah,7746,2
2428,166,19,553,158,722,233,243,133,926,Cache,2704,3
2772,191,2,124,9,2684,219,241,158,1890,Rawah,4744,2
2720,111,19,42,10,1746,248,217,89,3411,Rawah,4744,2
3047,172,15,127,13,5887,229,246,145,2337,Rawah,7745,2
2774,162,18,192,43,1501,235,242,131,2402,Commanche,4703,2
3070,0,14,630,146,4114,199,214,151,2398,Rawah,7745,2
2601,67,10,30,4,1020,230,221,123,571,Rawah,7201,2
3198,187,9,192,5,2255,221,247,159,1613,Commanche,7202,1
2678,74,12,511,-25,693,235,216,111,1383,Commanche,4704,3
3211,333,2,351,30,5795,214,236,160,2258,Rawah,7201,2
3125,327,16,30,12,1924,179,220,180,1926,Commanche,7202,2
3133,344,16,60,8,1396,187,214,165,2340,Rawah,7745,1
3075,278,10,366,69,2581,191,242,190,1860,Commanche,7756,2
2879,25,20,268,58,2051,206,193,117,1556,Commanche,7757,1
3143,350,13,30,5,1170,197,218,159,2266,Rawah,7201,2
3251,165,14,379,100,972,232,244,140,2463,Rawah,7201,2
3072,6,6,60,10,4821,212,227,153,860,Rawah,7202,1
3055,30,10,127,17,1905,217,217,135,1753,Rawah,7746,1
2879,6,6,95,2,3711,212,227,153,3603,Rawah,7745,2
2916,321,13,30,5,2721,187,227,180,543,Commanche,7756,1
2769,52,17,228,56,2516,226,202,104,331,Commanche,4703,5
2567,49,11,285,-29,1064,224,217,125,404,Rawah,4201,2
3235,45,1,658,56,4635,219,235,153,2590,Rawah,8771,1
2622,190,4,134,10,674,220,243,159,1061,Rawah,4744,2
2527,36,10,295,14,268,219,218,133,2818,Rawah,7745,2
3228,239,6,339,45,927,210,245,173,582,Neota,7756,1
2968,45,8,350,85,3902,223,223,135,2495,Rawah,7745,2
2959,21,8,362,39,5184,215,223,145,1981,Rawah,7745,2
2913,84,9,300,-25,5585,233,225,125,3723,Rawah,7745,2
2379,311,15,547,182,780,179,229,189,1503,Cache,2717,3
3275,230,11,339,42,2197,203,250,184,1153,Rawah,7745,2
3325,100,13,242,52,2343,242,221,107,1973,Commanche,7756,1
2930,59,11,768,182,2601,228,217,120,570,Commanche,7755,1
2863,17,6,324,36,1770,215,226,148,2797,Commanche,7702,2
2748,79,29,120,64,120,243,175,43,1418,Rawah,7745,5
3105,271,11,108,10,3680,191,244,192,875,Rawah,7745,1
2374,99,27,108,49,242,252,190,48,685,Cache,2705,3
2244,333,15,362,35,488,183,219,174,339,Cache,2717,3
2902,167,23,201,55,3986,232,241,128,1460,Rawah,4744,2
3177,265,23,541,82,5957,155,243,223,2561,Rawah,7746,2
3002,292,21,124,43,4289,155,230,213,2248,Rawah,7745,2
2660,258,20,150,7,1296,170,247,214,1140,Commanche,7710,5
2534,53,11,361,91,969,227,215,121,1034,Commanche,4704,2
3213,103,13,646,292,1681,242,222,108,2881,Commanche,7757,1
3233,175,19,437,117,2704,227,246,142,3316,Commanche,7757,2
3169,45,12,301,33,2871,223,214,124,1318,Rawah,7745,1
3268,234,15,824,133,722,193,252,194,2729,Commanche,7756,2
2306,302,30,300,-6,531,125,211,219,649,Cache,4703,3
3052,320,29,571,126,2115,132,197,198,1282,Commanche,7757,2
3173,355,24,85,27,3984,173,190,149,3431,Commanche,7700,1
2252,250,29,497,110,765,145,245,229,942,Cache,2702,3
3195,264,16,240,85,190,178,246,206,600,Neota,7201,1
2663,28,17,216,-49,1777,211,201,122,4386,Rawah,7745,2
2705,74,7,0,0,2624,229,227,132,4767,Rawah,7102,2
2714,220,20,95,50,1565,192,254,192,1320,Commanche,2705,2
2909,34,10,150,15,4694,219,218,134,1699,Rawah,7202,2
3091,17,13,124,12,4319,209,213,139,3414,Rawah,7202,1
3073,123,16,376,105,3757,245,227,106,2526,Rawah,7746,1
2959,123,11,212,20,4264,239,231,121,5670,Rawah,7745,2
2996,189,6,201,29,4480,220,244,159,1926,Rawah,7746,2
3119,296,9,30,14,2105,194,238,183,1024,Commanche,7202,1
3170,216,13,210,11,664,206,252,180,2502,Neota,7202,1
3342,115,13,466,60,2148,243,226,110,2335,Rawah,8771,1
3234,115,24,255,65,1385,252,210,71,1358,Rawah,7746,7
2725,118,6,85,4,2419,230,235,138,4248,Rawah,4744,2
2926,138,7,60,0,1819,231,238,140,513,Commanche,7756,2
3256,51,16,295,81,4184,226,203,106,1958,Commanche,8772,1
3458,196,17,872,65,3390,213,252,167,391,Commanche,8771,1
3018,266,10,420,132,6097,194,245,189,5100,Rawah,7745,2
2845,23,19,582,286,1205,205,196,122,977,Commanche,7757,2
3257,209,14,511,122,540,208,253,177,2529,Commanche,4758,2
2860,65,10,0,0,953,230,220,123,577,Commanche,7202,2
3032,61,2,60,4,4201,221,234,149,2506,Rawah,7745,2
3139,17,18,300,63,960,202,200,130,1689,Commanche,7757,2
2945,180,9,450,107,765,224,246,155,2206,Commanche,7757,5
2970,192,32,234,83,1816,199,245,156,2230,Commanche,7757,2
2741,79,4,0,0,1412,224,233,144,1507,Commanche,7101,1
2877,100,13,150,31,1209,241,222,110,2412,Commanche,7755,2
2849,11,15,467,54,3268,203,209,141,1315,Commanche,7756,2
3207,330,18,242,56,2760,175,216,179,488,Commanche,7201,1
3005,60,8,0,0,4502,226,224,132,1092,Rawah,7202,1
2899,160,5,228,17,3922,225,241,150,3750,Rawah,7745,2
3024,170,18,330,54,2431,230,245,140,2898,Commanche,7757,2
3251,277,11,484,-79,618,190,242,191,3282,Neota,7202,2
3278,358,19,404,142,3833,188,203,149,3630,Commanche,8776,7
3162,55,13,85,6,2972,228,211,113,3557,Rawah,7201,1
2832,283,17,120,42,2537,172,239,206,324,Commanche,7757,1
2635,26,21,30,16,1390,204,188,113,1786,Commanche,4758,6
2962,136,18,270,-5,3734,245,230,106,5997,Rawah,7745,2
3069,17,13,870,200,2595,209,213,139,1831,Commanche,7700,2
3071,5,20,247,7,914,190,196,139,1451,Commanche,7201,1
3077,357,13,693,161,4368,199,216,154,4000,Rawah,7745,1
2896,90,25,90,29,6224,248,191,57,4297,Rawah,7745,2
2620,145,16,30,-2,1273,241,236,119,849,Commanche,2703,5
2592,0,4,342,69,930,214,232,156,124,Rawah,7745,2
2298,13,23,90,35,1080,191,186,125,860,Cache,2706,6
2037,51,42,108,84,170,201,115,9,297,Cache,2702,3
3005,96,7,228,29,5152,232,230,131,1211,Rawah,7745,2
3266,283,8,511,95,573,199,241,181,534,Neota,7700,2
3219,56,17,60,-9,4123,229,201,99,3378,Commanche,7201,7
3080,87,16,175,17,4682,242,213,97,2951,Rawah,7745,1
2838,32,10,108,1,1800,218,218,134,1828,Commanche,7755,2
3021,42,14,228,76,1833,222,208,118,3438,Commanche,7757,1
3291,213,8,509,70,3650,213,248,171,2601,Rawah,7202,1
2935,157,15,120,14,1422,235,241,132,836,Rawah,7745,2
3318,1,19,234,28,1276,190,201,145,849,Rawah,8771,1
3113,207,21,330,-57,1926,202,254,180,3703,Rawah,7745,1
3248,313,11,30,7,4505,189,231,182,698,Commanche,7756,1
2634,111,30,90,0,2580,254,193,43,6723,Rawah,7746,2
2847,18,15,646,117,120,207,207,134,1215,Commanche,4704,2
3274,156,11,335,35,1399,233,241,138,2847,Rawah,7201,1
2682,265,34,95,48,1126,117,232,241,1343,Commanche,4758,2
3279,82,10,67,5,5283,235,222,118,192,Rawah,8771,1
3021,92,11,400,82,228,237,223,116,1914,Commanche,7757,2
2632,215,8,30,0,1165,213,248,171,781,Commanche,6102,3
3236,21,11,242,57,4260,213,217,140,2989,Rawah,7745,1
2662,65,11,127,11,417,230,218,119,1539,Rawah,4744,2
3199,291,15,60,-16,3622,176,236,200,1717,Rawah,7201,1
2926,38,8,242,11,3866,220,223,138,5524,Rawah,7745,2
3338,142,19,242,33,1315,244,232,108,2925,Rawah,7201,1
2968,180,11,437,62,5720,224,247,154,2694,Rawah,7746,2
2972,152,6,192,26,1950,227,240,147,911,Rawah,7746,2
2814,55,32,330,149,351,220,155,44,1841,Rawah,7745,5
2789,123,13,360,28,1538,241,230,115,1129,Commanche,4704,3
2971,35,11,794,176,2787,219,215,130,1500,Commanche,7756,2
2936,116,16,268,28,752,246,223,100,2382,Commanche,7756,2
3224,52,14,0,0,2731,226,210,114,2470,Rawah,7201,1
2067,99,29,150,40,553,252,188,43,661,Cache,2717,3
2841,72,10,618,15,810,231,221,122,1471,Commanche,4704,2
2998,225,8,430,112,6160,210,248,174,5173,Rawah,7745,2
2874,43,9,90,5,3576,222,220,133,3455,Rawah,7745,2
2773,16,6,85,-5,1922,215,227,149,1465,Rawah,7745,2
3162,175,21,485,79,2630,226,246,141,3207,Commanche,7757,2
3077,337,14,659,56,3872,189,220,170,2597,Rawah,7745,2
2917,50,12,127,2,4707,225,213,120,1879,Rawah,7745,5
3229,126,13,510,124,492,241,231,117,685,Neota,7756,1
2913,225,5,210,7,5355,213,245,169,4897,Rawah,7202,2
2905,109,16,30,4,3779,245,221,99,4975,Rawah,7102,1
2989,216,16,30,4,2794,202,254,183,324,Commanche,7757,2
2926,321,13,134,10,1200,186,227,180,3045,Rawah,7201,1
3351,355,20,631,148,2240,184,201,152,808,Commanche,8772,7
2857,189,13,335,57,2260,220,250,161,1973,Commanche,7702,2
3229,155,20,391,74,3534,239,237,119,785,Commanche,7756,1
2332,122,31,180,91,255,254,197,45,1776,Cache,2704,4
2714,8,2,488,-1,1295,217,235,155,1657,Rawah,4744,2
3216,98,16,190,23,2585,244,216,97,1544,Commanche,7755,1
3063,47,9,30,-2,3494,223,220,131,1325,Commanche,7202,1
2679,329,30,42,5,1233,137,190,185,2577,Rawah,7745,2
3001,160,18,560,-19,1092,236,241,128,1465,Commanche,7756,2
3197,13,12,492,80,967,208,216,143,2255,Commanche,7201,1
3247,25,22,218,89,4859,203,187,112,1561,Rawah,7745,1
3045,143,16,190,2,942,241,235,118,2894,Commanche,7757,1
2198,10,13,277,59,571,205,213,143,1683,Cache,4703,3
2773,80,23,309,85,323,243,193,68,2529,Rawah,7700,2
2955,16,12,60,2,2138,209,214,141,2650,Commanche,7756,2
3080,160,9,153,23,631,230,242,144,1442,Rawah,7202,1
2969,106,6,0,0,1050,231,232,135,924,Commanche,7202,2
3100,130,11,240,-25,6291,238,234,125,2546,Rawah,7745,2
2730,297,27,443,107,1026,136,220,220,1172,Commanche,7757,2
2834,24,9,484,57,1976,216,222,142,2905,Rawah,7202,2
2985,185,15,90,20,1318,221,249,157,437,Commanche,4758,1
2887,86,15,247,74,3148,241,214,99,2263,Commanche,7757,2
3180,207,8,162,12,1036,215,247,168,201,Commanche,7202,1
2816,111,22,531,184,2553,252,210,74,1987,Commanche,4703,3
3095,337,20,361,-12,2413,171,208,173,2253,Commanche,7756,2
3150,333,9,300,-35,1226,200,229,168,888,Neota,7700,1
3067,38,11,30,-6,993,220,216,130,1144,Commanche,7202,1
2985,76,6,450,59,5205,228,229,136,6401,Rawah,7745,2
3212,322,13,604,116,1423,187,227,179,2372,Commanche,7756,1
3064,55,4,330,28,3909,222,231,145,2044,Rawah,7745,2
2425,123,23,150,65,819,251,215,78,1172,Cache,2706,3
2998,351,17,42,3,3758,188,209,157,2509,Rawah,7746,1
2721,91,28,0,0,418,249,185,0,942,Rawah,7746,2
3248,130,4,417,-82,624,226,237,145,3347,Neota,7756,2
3080,108,2,525,63,1677,223,236,149,864,Commanche,7756,1
2865,205,15,218,47,4336,210,253,174,5039,Rawah,7746,2
2907,320,12,30,10,3739,190,229,179,4898,Rawah,7102,1
2722,18,12,342,44,2385,211,215,139,1804,Commanche,7756,6
2801,122,14,30,0,2430,242,229,113,1638,Commanche,4758,2
3092,333,13,716,319,1100,189,223,173,1332,Commanche,7755,1
3067,39,9,430,68,5388,221,219,133,3571,Rawah,7745,2
2970,128,18,319,112,5437,247,226,100,819,Rawah,7746,2
2774,200,24,212,93,1295,203,252,172,1634,Commanche,2705,2
2942,131,10,127,9,4432,237,235,127,4602,Rawah,7745,2
3084,340,19,67,17,3427,177,210,169,2975,Commanche,7700,1
3018,0,4,330,33,1902,213,232,156,1398,Commanche,7756,2
2553,27,10,342,29,882,216,219,138,457,Rawah,4201,2
3060,127,16,430,193,6174,245,228,108,3945,Rawah,7745,2
3236,345,14,95,11,1889,192,217,163,309,Commanche,8703,7
3275,4,14,511,82,1182,201,212,148,379,Rawah,7201,1
3042,165,7,234,16,764,227,243,149,938,Commanche,7756,1
3139,111,13,175,26,3905,242,225,110,3157,Rawah,7745,1
2290,107,30,108,50,1556,254,189,40,324,Cache,2704,3
2505,103,8,30,4,1337,234,230,127,4499,Rawah,6731,2
2881,169,26,636,212,2126,229,240,127,1879,Commanche,2705,2
3227,353,8,180,39,1664,206,226,158,1991,Rawah,7745,1
2962,246,20,242,59,5177,176,251,209,1463,Rawah,7746,2
2722,19,25,216,42,1337,193,179,112,1950,Commanche,7757,1
3221,289,16,182,42,4462,174,237,202,1537,Rawah,8771,1
2309,135,44,342,209,765,242,179,15,306,Cache,2704,4
2668,14,4,558,40,570,216,231,153,1842,Rawah,7745,2
3004,328,20,525,270,2880,167,212,183,503,Commanche,7756,2
3157,87,9,242,41,2253,234,225,123,3013,Commanche,7700,1
2992,315,7,42,2,4099,201,234,173,663,Rawah,7202,1
2633,108,4,408,207,2023,226,235,144,513,Commanche,2703,3
3012,329,6,30,0,4069,207,233,165,1082,Rawah,7746,2
2727,30,8,201,22,2320,218,223,141,6991,Rawah,4744,1
2884,87,17,150,26,3254,243,209,90,4252,Rawah,7745,2
3086,347,17,297,40,4681,185,210,162,807,Rawah,7745,2
2562,334,16,0,0,1350,182,217,174,6681,Rawah,7745,2
3129,337,12,268,78,2101,194,224,169,1945,Commanche,7757,2
3041,62,11,457,50,5571,230,216,118,5207,Rawah,4744,1
2946,166,25,192,38,319,231,239,124,834,Commanche,4758,5
2225,143,12,30,4,551,237,237,128,1767,Cache,2704,4
2630,276,20,0,0,1406,162,240,215,930,Commanche,7757,5
3408,357,17,499,60,3972,191,207,152,3458,Commanche,8772,7
2330,4,28,270,137,870,172,175,131,1451,Cache,4703,3
3244,144,2,0,0,5549,222,238,152,726,Rawah,8771,2
2487,338,12,0,0,1395,194,223,168,1832,Commanche,7102,6
2995,113,6,540,76,4920,231,234,136,6134,Rawah,4744,2
2975,240,9,240,23,4480,203,248,182,5526,Rawah,4744,2
2737,25,17,150,38,914,210,202,124,1909,Commanche,4703,1
2570,13,16,190,37,1936,203,205,136,2041,Commanche,4703,2
3026,117,12,95,22,696,240,229,118,1209,Commanche,7202,2
2589,37,2,210,-7,360,219,234,151,6212,Rawah,7745,5
3253,355,11,180,22,3231,201,220,156,2195,Rawah,7745,1
3126,29,13,201,10,2940,215,211,130,3092,Commanche,7755,2
2514,284,14,240,54,895,180,239,199,752,Cache,2717,2
3210,32,10,778,94,3087,218,218,134,2687,Commanche,7756,2
2989,228,6,0,0,2070,211,246,172,1323,Commanche,7103,1
3106,57,11,127,16,3254,228,217,121,5427,Rawah,7746,1
2984,351,12,42,4,1421,198,219,159,1385,Commanche,7202,2
3171,343,10,85,-6,1032,200,225,163,865,Neota,7700,1
2797,162,4,313,73,2998,223,240,152,2581,Rawah,4744,2
3131,102,20,335,56,4380,249,209,79,3246,Rawah,7745,1
3083,24,32,454,210,454,185,154,88,1895,Rawah,7746,1
3265,183,16,270,59,1760,223,249,154,1681,Commanche,7757,1
2672,50,8,277,2,612,224,222,132,1082,Rawah,4744,2
3238,104,12,30,4,2315,241,224,111,607,Commanche,8772,7
2876,268,33,376,227,1758,117,231,241,1473,Commanche,4758,2
2944,55,13,283,51,792,228,212,115,1945,Rawah,7745,2
3430,343,11,664,233,787,199,224,164,930,Neota,8776,1
3206,72,9,42,2,949,231,223,125,1127,Neota,8776,1
2776,72,18,85,13,3144,237,202,89,1477,Commanche,4703,2
2949,295,12,285,29,4937,187,237,190,1919,Rawah,7745,2
3237,344,9,85,15,3408,203,226,162,1892,Rawah,7745,1
3419,59,1,319,9,953,220,235,152,888,Neota,8776,7
3157,44,14,153,16,1214,222,210,119,4863,Neota,7201,1
3178,209,10,716,95,297,213,249,171,2497,Commanche,7202,2
3246,175,6,560,136,1632,223,243,154,2389,Commanche,7755,1
3153,119,21,90,-2,4681,250,217,84,1209,Rawah,7746,1
2540,148,13,42,4,760,237,238,129,301,Rawah,7746,2
3050,74,9,330,59,5636,231,223,125,4911,Rawah,7745,1
2262,94,21,85,15,1239,248,203,73,641,Cache,2703,6
2665,143,5,0,0,1940,227,239,145,1772,Commanche,6102,3
3142,128,6,90,6,4432,230,236,140,1832,Rawah,7201,1
2046,104,24,228,89,268,252,202,64,391,Cache,2702,3
2860,146,5,95,6,4860,228,239,145,4493,Rawah,7745,2
3235,257,9,150,37,874,198,246,187,1254,Neota,7700,2
2841,1,12,60,10,2843,203,218,152,2807,Rawah,7745,2
2958,132,11,418,24,2676,238,234,124,2501,Commanche,7702,2
3188,334,10,680,-2,3129,197,227,169,3416,Rawah,7746,1
2495,359,16,153,45,849,195,210,151,376,Cache,2717,3
3068,354,19,350,39,983,186,204,154,1179,Neota,7202,2
3319,158,18,484,113,1477,237,240,127,1884,Commanche,7757,1
3087,324,8,201,2,382,200,231,171,713,Neota,7202,1
3284,65,11,150,19,6110,230,218,120,454,Rawah,8771,1
2609,315,24,240,150,808,150,213,200,1140,Commanche,7757,2
2668,182,35,150,55,1950,207,237,134,1211,Commanche,2705,2
2516,105,13,30,8,450,241,224,110,360,Rawah,7745,2
3222,47,26,124,15,1820,219,175,77,2297,Commanche,7757,1
3075,341,9,0,0,1126,202,228,164,1710,Neota,7202,1
3263,72,11,474,56,1651,233,219,117,2672,Commanche,7756,1
2521,45,5,309,-30,603,221,229,143,598,Rawah,7202,2
2065,312,16,30,12,579,174,226,192,745,Cache,5101,6
3009,346,2,190,-8,690,215,235,158,1600,Neota,7202,1
2457,159,19,0,0,1361,237,239,124,633,Commanche,2705,6
2027,119,25,124,70,175,253,209,68,362,Cache,2702,3
2942,318,38,234,105,1616,99,179,205,1124,Commanche,7757,1
3036,182,22,192,-3,3271,221,248,149,927,Commanche,7756,2
3283,353,10,430,60,3488,203,222,158,2826,Commanche,7756,1
2105,40,26,0,0,543,211,172,82,815,Cache,4703,4
3057,240,18,0,0,2282,183,252,203,859,Commanche,7755,2
3227,138,26,365,190,3852,248,220,82,2746,Commanche,7757,1
2883,221,14,124,55,1387,202,253,184,1965,Commanche,2705,2
2520,343,5,210,37,272,210,232,161,362,Cache,2717,2
